sheet,collection,sku_raw,sku_normalized,title,retail_solid,retail_black_gloss_bi,retail_ldsp,finish_prices,catalog_verdict,confidence,catalog_sku,catalog_handle,catalog_title,note
ВВ,Willie Winkie,40-1,WW-BODY-40-1,Шкаф комбинированный   440,239360.0,,177550.0,"{""motif_cat_1"": 239360.0, ""motif_cat_2"": 250580.0, ""motif_cat_3"": 278300.0, ""ldsp_cat_4"": 177550.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,40-2,WW-BODY-40-2,Шкаф комбинированный   560,272580.0,,200000.0,"{""motif_cat_1"": 272580.0, ""motif_cat_2"": 285340.0, ""motif_cat_3"": 313170.0, ""ldsp_cat_4"": 200000.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,40-3,WW-BODY-40-3,"Шкаф комбинированный,высокий,560",298100.0,,207950.0,"{""motif_cat_1"": 298100.0, ""motif_cat_2"": 312180.0, ""motif_cat_3"": 327250.0, ""ldsp_cat_4"": 207950.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,07-1,WW-BODY-07-1,Ящик для игрушек с подъем. мех.,41360.0,,0.0,"{""motif_cat_1"": 41360.0, ""motif_cat_2"": 44330.0, ""motif_cat_3"": 47410.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ОКСФОРД,Oxford,OX-90-1,OX-90-1,Комплекс Оксфорд-1 с выдвижной столешницей без  нижней кровати,406200.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,OX-14-1,OX-14-1,Комплекс Оксфорд-1 (нижняя кровать без матраса 90*185),29000.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,OX-14-11,OX-14-11,Нижняя кровать без матраса увеличенная (120*185),37000.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,OX-90-2,OX-90-2,Комплекс Оксфорд-2  без выдвижной столешницы с нижней кроватью и матрасом в чехле (ткани в ассортименте),386700.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,OX-14-2,OX-14-2,"Комплекс Оксфорд-2 (нижняя кровать 90*185 с матрасом в чехле, ткани в ассортименте)",64600.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,OX-90-3,OX-90-3,КомплексОксфорд-3 со шкафом и столом (без нижней кровати),416600.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,OX-90-4,OX-90-4,Комплекс Oxford-4 Кровать-чердак - без полок и ящиков внутри  (без нижней кровати),280000.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,OX-84-2,OX-84-2,Бортик к кровати большой,6800.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,OX-84-1,OX-84-1,Бортик к кровати малый,4800.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,OX-08-1,OX-08-1,Тумба прикроватная (для верхнего яруса),33900.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,S-OX-04,S-OX-04,Полка навесная квадратная Оксфорд,10600.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,S-OX-03,S-OX-03,Полка навесная квадратная с 3-мя ящиками OXFORD,26200.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,S-OX-02,S-OX-02,Стеновая панель на всю длину ОКСФОРД,75900.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,S-OX-05,S-OX-05,Ступени с перилами и ящиками ОКСФОРД,77100.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,SH-99-1,SH-99-1,Комплекс Милый дом (без кровати),301900.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,SH-14-1,SH-14-1,Комплекс Милый дом (кровать 90*190),41100.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,SH-84-2,SH-84-2,Бортик к кровати большой,6800.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,SH-84-1,SH-84-1,Бортик к кровати малый,4800.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,MC-99-1,MC-99-1,Комплекс Мой замок (без кровати),289000.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,MC-14-1,MC-14-1,Комплекс Мой замок (кровать 90*190),41700.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,MC-84-2,MC-84-2,Бортик к кровати большой,6600.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,MC-84-1,MC-84-1,Бортик к кровати малый,4800.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ОКСФОРД,Oxford,Ox-1-1-N,OX-1-1-N,Съемный чехол в стандартной ткани  1-2 категории на нижнюю кровать,13500.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ПРОВАНС,Provence,55-2,PV-55-2,Банкетка большая,26700.0,,,"{""provence_white"": 26700.0, ""provence_dark"": 28100.0}",MATCH_EXACT,high,PV-55-2,pv-55-2,Банкетка большая,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,55-1,PV-55-1,Банкетка малая,19900.0,,,"{""provence_white"": 19900.0, ""provence_dark"": 18400.0}",MATCH_EXACT,high,PV-55-1,pv-55-1,Банкетка малая,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,09-1,PV-09-1,Зеркало навесное,13600.0,,,"{""provence_white"": 13600.0, ""provence_dark"": 14300.0}",MATCH_EXACT,high,PV-09-1,pv-09-1,Зеркало навесное,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,09-2,PV-09-2,Зеркало напольное,48900.0,,,"{""provence_white"": 48900.0, ""provence_dark"": 45200.0}",MATCH_EXACT,high,PV-09-2,pv-09-2,Зеркало напольное,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,05-2,PV-05-2,Комод стандартный,66600.0,,,"{""provence_white"": 66600.0, ""provence_dark"": 69900.0}",MATCH_EXACT,high,PV-05-2,pv-05-2,Комод стандартный,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,14-1,PV-14-1,Кровать 1-сп. (90*190) без изножья,57600.0,,,"{""provence_white"": 57600.0, ""provence_dark"": 60500.0}",MATCH_EXACT,high,PV-14-1,pv-14-1,Кровать 1-сп. (90×190) без изножья,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,14-2,PV-14-2,Кровать 1-сп. (90*190) с тканью без изножья,57600.0,,,"{""provence_white"": 57600.0, ""provence_dark"": 60500.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ПРОВАНС,Provence,15-1,PV-15-1,"Кровать 1,5-сп. (120*190) без изножья",70300.0,,,"{""provence_white"": 70300.0, ""provence_dark"": 73800.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ПРОВАНС,Provence,15-2,PV-15-2,"Кровать 1,5-сп. (120*190) с тканью без изножья",70300.0,,,"{""provence_white"": 70300.0, ""provence_dark"": 73800.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ПРОВАНС,Provence,16-1,PV-16-1,"Кровать 1,5-сп. (140*190) без изножья",77300.0,,,"{""provence_white"": 77300.0, ""provence_dark"": 83200.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ПРОВАНС,Provence,16-2,PV-16-2,"Кровать 1,5-сп. (140*190) с тканью без изножья",77300.0,,,"{""provence_white"": 77300.0, ""provence_dark"": 81200.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ПРОВАНС,Provence,17-1,PV-17-1,Кровать 2-сп. (160*200) без изножья,79700.0,,,"{""provence_white"": 79700.0, ""provence_dark"": 85700.0}",MATCH_EXACT,high,PV-17-1,pv-17-1,Кровать 2-сп. (160×200) без изножья,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,17-2,PV-17-2,Кровать 2-сп. (160*200) с тканью без изножья,79700.0,,,"{""provence_white"": 79700.0, ""provence_dark"": 85900.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ПРОВАНС,Provence,18-1,PV-18-1,Кровать 2-сп. (180*200) без изножья,82900.0,,,"{""provence_white"": 82900.0, ""provence_dark"": 87100.0}",MATCH_EXACT,high,PV-18-1,pv-18-1,Кровать 2-сп. (180×200) без изножья,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,18-2,PV-18-2,Кровать 2-сп. (180*200) с тканью без изножья,82900.0,,,"{""provence_white"": 82900.0, ""provence_dark"": 87100.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ПРОВАНС,Provence,69-1,PV-69-1,Полка книжная,7600.0,,,"{""provence_white"": 7600.0, ""provence_dark"": 7900.0}",MATCH_EXACT,high,PV-69-1,pv-69-1,Полка книжная,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,62-1,PV-62-1,Стеллаж для книг,82100.0,,,"{""provence_white"": 82100.0, ""provence_dark"": 86300.0}",MATCH_EXACT,high,PV-62-1,pv-62-1,Стеллаж для книг,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,65-5,PV-65-5,Стол письменный 1-тумб. 0П,68300.0,,,"{""provence_white"": 68300.0, ""provence_dark"": 71800.0}",MATCH_EXACT,high,PV-65-5,pv-65-5,Стол письменный 1-тумб. 0П,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,65-7,PV-65-7,Стол письменный 1-тумб. 0Я,83000.0,,,"{""provence_white"": 83000.0, ""provence_dark"": 87200.0}",MATCH_EXACT,high,PV-65-7,pv-65-7,Стол письменный 1-тумб. 0Я,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,65-6,PV-65-6,Стол письменный 1-тумб. П0,68300.0,,,"{""provence_white"": 68300.0, ""provence_dark"": 71800.0}",MATCH_EXACT,high,PV-65-6,pv-65-6,Стол письменный 1-тумб. П0,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,65-8,PV-65-8,Стол письменный 1-тумб. Я0,83000.0,,,"{""provence_white"": 83000.0, ""provence_dark"": 87200.0}",MATCH_EXACT,high,PV-65-8,pv-65-8,Стол письменный 1-тумб. Я0,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,66-6,PV-66-6,Стол письменный 2-тумб. ПЯ,103700.0,,,"{""provence_white"": 103700.0, ""provence_dark"": 108900.0}",MATCH_EXACT,high,PV-66-6,pv-66-6,"Стол письменный двухтумбовый Прованс (полки слева, ящики справа)",Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,66-7,PV-66-7,Стол письменный 2-тумб. ЯП,103700.0,,,"{""provence_white"": 103700.0, ""provence_dark"": 108900.0}",MATCH_EXACT,high,PV-66-7,pv-66-7,"Стол письменный двухтумбовый Прованс (ящики слева, полки справа)",Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,06-2,PV-06-2,Столик туалетный,47300.0,,,"{""provence_white"": 47300.0, ""provence_dark"": 47900.0}",MATCH_EXACT,high,PV-06-2,pv-06-2,Столик туалетный,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,43-1,PV-43-1,Столик чайный,20500.0,,,"{""provence_white"": 20500.0, ""provence_dark"": 21500.0}",MATCH_EXACT,high,PV-43-1,pv-43-1,Столик чайный,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,23-1,PV-23-1,Стул,24900.0,,,"{""provence_white"": 24900.0, ""provence_dark"": 26100.0}",MATCH_EXACT,high,PV-23-1,pv-23-1,Стул,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,42-2,PV-42-2,Тумба для телевизора,47800.0,,,"{""provence_white"": 47800.0, ""provence_dark"": 50300.0}",MATCH_EXACT,high,PV-42-2,pv-42-2,Тумба для телевизора,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,08-2,PV-08-2,Тумбочка прикроватная,23300.0,,,"{""provence_white"": 23300.0, ""provence_dark"": 24500.0}",MATCH_EXACT,high,PV-08-2,pv-08-2,Тумбочка прикроватная,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,08-3,PV-08-3,Тумбочка прикроватная с 2 ящиками,34300.0,,,"{""provence_white"": 34300.0, ""provence_dark"": 36000.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ПРОВАНС,Provence,30-1,PV-30-1,Часы,6000.0,,,"{""provence_white"": 6000.0, ""provence_dark"": 6000.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ПРОВАНС,Provence,02-1,PV-02-1,Шкаф для одежды 2-дв.,141300.0,,,"{""provence_white"": 141300.0, ""provence_dark"": 148400.0}",MATCH_EXACT,high,PV-02-1,pv-02-1,Шкаф для одежды 2-дв,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,03-1,PV-03-1,Шкаф для одежды 3-дв.,205700.0,,,"{""provence_white"": 205700.0, ""provence_dark"": 216000.0}",MATCH_EXACT,high,PV-03-1,pv-03-1,Шкаф для одежды 3-дв,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,61-1,PV-61-1,Шкаф книжный,122100.0,,,"{""provence_white"": 122100.0, ""provence_dark"": 128200.0}",MATCH_EXACT,high,PV-61-1,pv-61-1,Шкаф книжный,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,68-2,PV-68-2,Этажерка большая 6 полок,58600.0,,,"{""provence_white"": 58600.0, ""provence_dark"": 59500.0}",MATCH_EXACT,high,PV-68-2,pv-68-2,Этажерка большая 6 полок,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРОВАНС,Provence,68-1,PV-68-1,Этажерка малая 3 полки,17700.0,,,"{""provence_white"": 17700.0, ""provence_dark"": 15400.0}",MATCH_EXACT,high,PV-68-1,pv-68-1,Этажерка малая 3 полки,Exact PV SKU. Workbook has Provence white + dark finish prices on one row.
ПРИНЦЕССА РОЗА,Princess Rose,PR-55-2,PR-55-2,Банкетка большая,30700.0,,,,CROSS_COLLECTION_DO_NOT_MAP,high,PV-55-2,pv-55-2,Банкетка большая,Same number as live Provence PV-55-2. Live folder is provence. Not Princess Rose. No cross-collection substitute.
ПРИНЦЕССА РОЗА,Princess Rose,PR-55-1,PR-55-1,Банкетка малая,21300.0,,,,CROSS_COLLECTION_DO_NOT_MAP,high,PV-55-1,pv-55-1,Банкетка малая,Same number as live Provence PV-55-1. Live folder is provence. Not Princess Rose. No cross-collection substitute.
ПРИНЦЕССА РОЗА,Princess Rose,PR-09-1,PR-09-1,Зеркало навесное,15600.0,,,,CROSS_COLLECTION_DO_NOT_MAP,high,PV-09-1,pv-09-1,Зеркало навесное,Same number as live Provence PV-09-1. Live folder is provence. Not Princess Rose. No cross-collection substitute.
ПРИНЦЕССА РОЗА,Princess Rose,PR-09-2,PR-09-2,Зеркало напольное,49400.0,,,,CROSS_COLLECTION_DO_NOT_MAP,high,PV-09-2,pv-09-2,Зеркало напольное,Same number as live Provence PV-09-2. Live folder is provence. Not Princess Rose. No cross-collection substitute.
ПРИНЦЕССА РОЗА,Princess Rose,PR-84-2,PR-84-2,Бортик к кровати большой,6300.0,,,,NO_CATALOG,high,,,,Princess Rose is not in the current 117 live demo SKU set
ПРИНЦЕССА РОЗА,Princess Rose,PR-84-1,PR-84-1,Бортик к кровати малый,4700.0,,,,NO_CATALOG,high,,,,Princess Rose is not in the current 117 live demo SKU set
ПРИНЦЕССА РОЗА,Princess Rose,PR-05-1,PR-05-1,Комод стандартный (ручки Swarovski),78800.0,,,,NO_CATALOG,high,,,,Princess Rose is not in the current 117 live demo SKU set
ПРИНЦЕССА РОЗА,Princess Rose,PR-95-1,PR-95-1,Кровать - трансформер (80*150) с рисунком,126500.0,,,,NO_CATALOG,high,,,,Princess Rose is not in the current 117 live demo SKU set
ПРИНЦЕССА РОЗА,Princess Rose,PR-95-2,PR-95-2,Кровать - трансформер (80*150) без рисунка,125900.0,,,,NO_CATALOG,high,,,,Princess Rose is not in the current 117 live demo SKU set
ПРИНЦЕССА РОЗА,Princess Rose,PR-95-3,PR-95-3,Кровать - трансформер (80*150) с тканью,128600.0,,,,NO_CATALOG,high,,,,Princess Rose is not in the current 117 live demo SKU set
ПРИНЦЕССА РОЗА,Princess Rose,PR-15-1,PR-15-1,"Кровать 1,5-сп. (120*190) с рисунком,без изн.",89300.0,,,,NO_CATALOG,high,,,,Princess Rose is not in the current 117 live demo SKU set
ПРИНЦЕССА РОЗА,Princess Rose,PR-14-1,PR-14-1,"Кровать 1-сп. (90*190) с рисунком, без изн.",66200.0,,,,CROSS_COLLECTION_DO_NOT_MAP,high,PV-14-1,pv-14-1,Кровать 1-сп. (90×190) без изножья,Same number as live Provence PV-14-1. Live folder is provence. Not Princess Rose. No cross-collection substitute.
ПРИНЦЕССА РОЗА,Princess Rose,PR-16-1,PR-16-1,"Кровать 1,5-сп.140*190 без изножья",88900.0,,,,NO_CATALOG,high,,,,Princess Rose is not in the current 117 live demo SKU set
ПРИНЦЕССА РОЗА,Princess Rose,PR-69-1,PR-69-1,Полка книжная,8700.0,,,,CROSS_COLLECTION_DO_NOT_MAP,high,PV-69-1,pv-69-1,Полка книжная,Same number as live Provence PV-69-1. Live folder is provence. Not Princess Rose. No cross-collection substitute.
ПРИНЦЕССА РОЗА,Princess Rose,PR-62-1,PR-62-1,Стеллаж для книг,94400.0,,,,CROSS_COLLECTION_DO_NOT_MAP,high,PV-62-1,pv-62-1,Стеллаж для книг,Same number as live Provence PV-62-1. Live folder is provence. Not Princess Rose. No cross-collection substitute.
ПРИНЦЕССА РОЗА,Princess Rose,PR-65-5,PR-65-5,Стол письменный 1-тумб. 0П (ручки СВАРОВСКИ),78500.0,,,,CROSS_COLLECTION_DO_NOT_MAP,high,PV-65-5,pv-65-5,Стол письменный 1-тумб. 0П,Same number as live Provence PV-65-5. Live folder is provence. Not Princess Rose. No cross-collection substitute.
ПРИНЦЕССА РОЗА,Princess Rose,PR-65-7,PR-65-7,Стол письменный 1-тумб. 0Я (ручки СВАРОВСКИ),95400.0,,,,CROSS_COLLECTION_DO_NOT_MAP,high,PV-65-7,pv-65-7,Стол письменный 1-тумб. 0Я,Same number as live Provence PV-65-7. Live folder is provence. Not Princess Rose. No cross-collection substitute.
ПРИНЦЕССА РОЗА,Princess Rose,PR-65-6,PR-65-6,Стол письменный 1-тумб. П0 (ручки СВАРОВСКИ),78500.0,,,,CROSS_COLLECTION_DO_NOT_MAP,high,PV-65-6,pv-65-6,Стол письменный 1-тумб. П0,Same number as live Provence PV-65-6. Live folder is provence. Not Princess Rose. No cross-collection substitute.
ПРИНЦЕССА РОЗА,Princess Rose,PR-65-8,PR-65-8,Стол письменный 1-тумб. Я0 (ручки СВАРОВСКИ),95400.0,,,,CROSS_COLLECTION_DO_NOT_MAP,high,PV-65-8,pv-65-8,Стол письменный 1-тумб. Я0,Same number as live Provence PV-65-8. Live folder is provence. Not Princess Rose. No cross-collection substitute.
ПРИНЦЕССА РОЗА,Princess Rose,PR-66-6,PR-66-6,Стол письменный 2-тумб. ПЯ (ручки СВАРОВСКИ),119300.0,,,,CROSS_COLLECTION_DO_NOT_MAP,high,PV-66-6,pv-66-6,"Стол письменный двухтумбовый Прованс (полки слева, ящики справа)",Same number as live Provence PV-66-6. Live folder is provence. Not Princess Rose. No cross-collection substitute.
ПРИНЦЕССА РОЗА,Princess Rose,PR-66-7,PR-66-7,Стол письменный 2-тумб. ЯП (ручки СВАРОВСКИ),119300.0,,,,CROSS_COLLECTION_DO_NOT_MAP,high,PV-66-7,pv-66-7,"Стол письменный двухтумбовый Прованс (ящики слева, полки справа)",Same number as live Provence PV-66-7. Live folder is provence. Not Princess Rose. No cross-collection substitute.
ПРИНЦЕССА РОЗА,Princess Rose,PR-83-1,PR-83-1,Столешница пеленальная съемная с рисунком,13800.0,,,,NO_CATALOG,high,,,,Princess Rose is not in the current 117 live demo SKU set
ПРИНЦЕССА РОЗА,Princess Rose,PR-81-1,PR-81-1,Столик  детский,27300.0,,,,NO_CATALOG,high,,,,Princess Rose is not in the current 117 live demo SKU set
ПРИНЦЕССА РОЗА,Princess Rose,PR-06-1,PR-06-1,Столик туалетный (ручки СВАРОВСКИ),52100.0,,,,NO_CATALOG,high,,,,Princess Rose is not in the current 117 live demo SKU set
ПРИНЦЕССА РОЗА,Princess Rose,PR-23-1,PR-23-1,Стул,29700.0,,,,CROSS_COLLECTION_DO_NOT_MAP,high,PV-23-1,pv-23-1,Стул,Same number as live Provence PV-23-1. Live folder is provence. Not Princess Rose. No cross-collection substitute.
ПРИНЦЕССА РОЗА,Princess Rose,PR-82-1,PR-82-1,Стульчик  детский с рисунком,15400.0,,,,NO_CATALOG,high,,,,Princess Rose is not in the current 117 live demo SKU set
ПРИНЦЕССА РОЗА,Princess Rose,PR-42-1,PR-42-1,Тумба для телевизора (ручки СВАРОВСКИ),55000.0,,,,NO_CATALOG,high,,,,Princess Rose is not in the current 117 live demo SKU set
ПРИНЦЕССА РОЗА,Princess Rose,PR-08-1,PR-08-1,Тумбочка прикроватная (ручки СВАРОВСКИ),26800.0,,,,NO_CATALOG,high,,,,Princess Rose is not in the current 117 live demo SKU set
ПРИНЦЕССА РОЗА,Princess Rose,PR-30-1,PR-30-1,Часы,7100.0,,,,NO_CATALOG,high,,,,Princess Rose is not in the current 117 live demo SKU set
ПРИНЦЕССА РОЗА,Princess Rose,PR-02-1,PR-02-1,Шкаф для одежды 2-дв. с рисунком,162500.0,,,,CROSS_COLLECTION_DO_NOT_MAP,high,PV-02-1,pv-02-1,Шкаф для одежды 2-дв,Same number as live Provence PV-02-1. Live folder is provence. Not Princess Rose. No cross-collection substitute.
ПРИНЦЕССА РОЗА,Princess Rose,PR-03-1,PR-03-1,Шкаф для одежды 3-дв. с рисунком,236600.0,,,,CROSS_COLLECTION_DO_NOT_MAP,high,PV-03-1,pv-03-1,Шкаф для одежды 3-дв,Same number as live Provence PV-03-1. Live folder is provence. Not Princess Rose. No cross-collection substitute.
ПРИНЦЕССА РОЗА,Princess Rose,PR-61-1,PR-61-1,Шкаф книжный с рисунком,140400.0,,,,CROSS_COLLECTION_DO_NOT_MAP,high,PV-61-1,pv-61-1,Шкаф книжный,Same number as live Provence PV-61-1. Live folder is provence. Not Princess Rose. No cross-collection substitute.
ПРИНЦЕССА РОЗА,Princess Rose,PR-68-1,PR-68-1,Этажерка малая 3 полки,16900.0,,,,CROSS_COLLECTION_DO_NOT_MAP,high,PV-68-1,pv-68-1,Этажерка малая 3 полки,Same number as live Provence PV-68-1. Live folder is provence. Not Princess Rose. No cross-collection substitute.
ПРИНЦЕССА РОЗА,Princess Rose,PR-68-2,PR-68-2,Этажерка большая 6 полок,65100.0,,,,CROSS_COLLECTION_DO_NOT_MAP,high,PV-68-2,pv-68-2,Этажерка большая 6 полок,Same number as live Provence PV-68-2. Live folder is provence. Not Princess Rose. No cross-collection substitute.
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-05-1,CO-05-1,Комод,39200.0,,,"{""country"": 39200.0, ""london"": 43100.0, ""paris"": 43100.0}",MATCH_EXACT,high,CO-05-1,co-05-1,Комод,"Exact CO SKU. London/Paris columns are finish overlays on this SKU, not extra catalog products. Live PDP has color_* media."
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-14-2,CO-14-2,Кровать 1 сп. (90*190) с подъем мех,50100.0,,,"{""country"": 50100.0, ""london"": 55200.0, ""paris"": 55200.0}",MATCH_EXACT,high,CO-14-2,co-14-2,Кровать 1-сп. (90×190) с подъёмным механизмом,"Exact CO SKU. London/Paris columns are finish overlays on this SKU, not extra catalog products. Live PDP has color_* media."
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-15-2,CO-15-2,"Кровать 1,5 сп. (120*190) с подъем мех",62000.0,,,"{""country"": 62000.0, ""london"": 68200.0, ""paris"": 68200.0}",MATCH_EXACT,high,CO-15-2,co-15-2,"Кровать 1,5-сп. (120×190) с подъёмным механизмом","Exact CO SKU. London/Paris columns are finish overlays on this SKU, not extra catalog products. Live PDP has color_* media."
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-16-2,CO-16-2,"Кровать 1,5 сп. (140*190) с подъем мех",70200.0,,,"{""country"": 70200.0, ""london"": 77200.0, ""paris"": 77200.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-17-2,CO-17-2,Кровать 2- сп. (160*200) с подъемн. мех.,78000.0,,,"{""country"": 78000.0, ""london"": 85800.0, ""paris"": 85800.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-18-2,CO-18-2,Кровать 2- сп. (180*200) с подъемн. мех.,85800.0,,,"{""country"": 85800.0, ""london"": 94400.0, ""paris"": 94400.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-69-3,CO-69-3,Надстройка для письменного стола,24100.0,,,"{""country"": 24100.0, ""london"": 24100.0, ""paris"": 24100.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-69-1,CO-69-1,Полка книжная малая,4300.0,,,"{""country"": 4300.0, ""london"": 4700.0, ""paris"": 7500.0}",MATCH_EXACT,high,CO-69-1,co-69-1,Полка книжная малая,"Exact CO SKU. London/Paris columns are finish overlays on this SKU, not extra catalog products. Live PDP has color_* media."
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-69-2,CO-69-2,Полка книжная большая,6800.0,,,"{""country"": 6800.0, ""london"": 7500.0, ""paris"": 7500.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
